Mean Rewards
-23.23
7.133117
-15.52
18.132166
8.257463
8.174377
20.116067
-12.27
-8.55
-12.06
8.284247
-19.18
19.682012
-8.74
-7.06
-9.0
19.4302
-14.32
9.75
8.119342
-14.92
-8.15
-8.71
-10.56
-13.9
-14.83
-14.95
15.20515
-12.31
19.437645
17.914073
10.162372
18.149885
8.363958
11.698504
-11.61
-22.18
11.613039
-8.13
-19.36
8.746154
14.710996
12.154412
8.369369
-11.4
-12.2
-10.76
-8.09
-12.83
-6.57
8.25
8.558052
8.668874
-7.39
8.095541
-11.83
-14.08
-8.55
10.958564
8.650909
19.167319
-8.23
13.700557
-16.63
12.44697
-8.14
-10.4
17.383254
11.184211
11.5
11.671661
14.862777
11.050847
-13.32
8.511628
15.676727
-8.27
18.522669
8.652015
-8.57
8.162577
-16.28
10.800265
11.88086
-9.0
19.345384
-7.31
-8.22
8.082569
-8.76
-8.83
12.191701
19.611823
8.789062
16.972973
18.136561
-10.97
8.819853
-15.63
-11.38
11.935346
-11.41
9.023622
-15.65
11.17911
-8.23
11.952361
8.762712
11.384129
16.134049
11.994444
15.943306
-8.68
-8.73
15.21559
15.00148
19.454974
15.012796
12.39819
15.599595
19.216019
18.055496
-19.01
15.819071
-8.18
22.384785
10.983051
8.047619
-12.31
-15.69
-8.33
14.056584
-8.44
15.482644
8.705114
6.597015
12.773723
-12.46
-10.74
-8.45
13.963313
-6.57
15.552603
19.78274
22.734825
-13.7
10.670828
19.655963
9.0
23.907814
-16.56
-18.82
15.851168
16.549482
12.159924
-11.44
-12.05
-8.2
-8.98
8.543807
-16.01
9.0
8.747967
14.962595
-11.69
-9.0
-8.55
12.135921
8.510638
-8.05
15.731317
-15.33
13.797719
7.215481
-8.43
8.153409
-8.69
18.38433
-11.58
-15.73
-8.57
-22.37
-12.08
17.578536
11.637112
-9.0
15.536079
-11.44
-12.44
9.788982
-12.12
-8.26
14.411569
11.882596
-8.91
19.233712
-11.91
8.682482
-15.64
15.956869
-20.4
-6.52
-10.66
19.451734
-6.96
6.88806
19.400213
8.835526
8.436364
7.141509
20.955261
-8.3
-14.16
-6.69
-7.16
-11.57
-10.92
-8.95
8.911877
14.323335
11.055276
15.41938
8.061538
-8.5
-8.32
-8.12
-17.96
19.231762
15.248985
-13.03
15.190733
11.34623
-8.15
10.837489
12.411538
11.908087
8.680556
24.512611
-12.22
16.262276
-9.0
-11.62
8.819876
8.275862
20.489855
-8.07
-6.84
11.584702
9.933333
11.332817
-11.08
9.622292
10.940546
11.414712
-8.74
15.846125
12.009464
12.475472
8.915441
-8.12
-14.1
20.033476
10.499991
8.71542
-8.2
-5.59
8.589969
16.161973
6.63245
-8.13
16.577538
8.632075
-12.0
10.711356
12.215297
-8.65
-16.39
-5.0
8.205993
8.3
-12.12
17.442295
-12.04
-18.01
8.101887
-14.52
-10.62
12.57037
-11.08
-8.65
-8.29
-8.17
-11.97
-13.54
9.0
-17.89
18.643561
-8.36
20.670072
15.223826
9.960072
6.977273
-8.6
18.979808
8.639847
-11.34
8.584967
18.31193
-8.14
12.265416
-19.26
12.065353
8.439739
-12.69
-9.0
-16.78
12.873984
-7.26
15.885104
-8.2
-9.0
16.081932
-8.06
-9.0
-11.75
-8.58
8.366477
14.93721
7.288136
8.708812
21.333566
8.159851
10.651625
11.850054
9.0
-8.23
-7.1
22.947602
12.75
12.096875
8.739003
10.642276
-19.31
8.622699
11.129148
-8.44
19.61321
23.923196
15.548173
20.066632
12.149732
10.536424
-9.0
-10.88
-12.8
8.024055
6.778571
10.816713
12.171004
-8.54
24.108176
17.0
18.900418
6.523166
8.149306
12.397059
-12.41
-8.4
-15.37
11.779091
15.49278
11.073529
15.151895
-16.95
-8.93
-15.13
-8.59
9.971398
-7.25
-15.75
8.031496
8.680688
12.10295
-11.55
-8.31
9.0
20.159665
15.048591
19.637114
20.227924
15.862498
16.000738
8.012821
-12.37
21.749567
15.005864
6.699153
-8.96
-12.22
-9.0
-12.35
-9.0
-8.99
-7.23
-6.99
-8.23
10.698697
8.546075
11.140031
-13.93
24.710084
9.0
14.57189
-8.8
11.917398
11.728245
8.717532
10.713836
-7.06
8.519251
9.0
9.0
8.5
9.938244
8.755725
7.110294
-9.56
-9.0
12.797251
-8.85
11.901668
15.893101
12.268908
8.338403
-8.71
8.20979
8.821306
16.215763
6.820423
-8.89
-12.05
16.621087
11.303024
-12.35
8.783898
-7.5
10.258148
9.0
11.984782
-12.2
15.69002
-11.95
13.462985
8.249084
18.794231
15.993274
12.372034
8.949153
23.648787
-8.2
18.546608
19.545403
11.782075
16.038869
-8.97
11.785568
8.443686
8.2287
8.048583
7.078947
-12.15
-8.26
-12.47
12.100671
10.68588
-9.25
14.373539
27.616422
14.593801
-9.0
11.376364
12.475073
12.215909
8.205224
8.569579
8.897057
11.821419
8.717076
16.389515
-12.01
-8.67
18.314538
-8.71
11.778498
9.0
12.089146
20.042639
12.579665
12.22113
-8.06
12.754098
11.801224
-8.6
26.170902
15.74387
16.544414
11.804706
19.007185
-8.08
8.214984
15.779374
-14.43
19.130902
14.936838
19.300255
8.523256
-12.12
8.121673
22.847911
12.374182
-8.66
11.50454
-8.16
26.215955
-12.68
-8.64
-10.48
8.677019
-7.4
25.152284
9.0
23.237089
21.073305
18.33723
16.149716
13.0
12.804878
15.605853
11.692646
-6.86
18.324074
14.283373
18.91675
8.490909
8.944853
-7.33
11.418027
19.332169
10.743544
8.40566
19.365956
28.302128
8.298182
8.140426
19.807876
12.576036
-9.0
16.877551
16.564786
16.055351
-6.75
-10.15
20.681481
9.09258
-10.58
16.200247
21.355517
15.365802
12.080597
-14.53
-6.63
20.170771
15.97184
13.0
19.503766
