Mean Rewards
11.656106
-14.69
-7.09
12.782016
10.190102
-8.44
-11.56
12.229726
-8.92
-11.44
-10.2
-8.02
8.428212
-21.81
-12.93
-15.3
-9.0
8.40146
6.930233
5.0
-9.06
-12.56
9.619494
8.776632
-17.95
-8.88
9.185567
-8.17
-11.31
-16.11
13.612242
10.173189
-8.69
-5.0
-8.57
7.262774
-7.33
-8.1
8.675325
8.807432
-19.78
10.288306
-11.63
11.064577
-12.58
15.20508
11.867919
-8.34
-9.0
7.071942
15.852054
8.579592
-13.97
-11.76
-8.1
-12.29
12.087097
-8.5
7.230375
12.383816
-8.61
8.012048
-16.09
-8.71
21.394298
15.492219
-16.38
10.862179
-8.98
8.888889
-9.85
-17.71
-14.23
-8.76
-8.51
-8.59
8.452012
-12.06
-8.05
16.013036
12.065135
8.072131
12.402027
-8.5
-11.88
-8.24
-8.14
11.554027
8.80597
8.791391
-12.15
6.754098
8.81864
15.462709
-8.48
-12.44
8.007117
8.011538
-15.72
12.758333
20.264517
-8.21
-12.07
-6.78
10.270013
-8.33
-14.08
8.875
-14.78
-8.7
-13.0
-11.97
10.841126
15.228169
-11.69
12.607407
-8.85
-11.44
-15.49
12.796154
-9.06
-8.28
8.414918
12.164886
17.832816
14.765672
16.764838
9.290909
8.135417
12.68108
15.941274
11.667774
-12.15
15.877653
9.0
8.449219
5.77512
11.7622
22.394348
-12.35
9.518508
-18.52
-15.66
8.328859
16.081194
-12.79
-8.94
-6.64
-16.6
-12.26
-8.88
8.264069
-10.18
6.644231
-8.41
-9.15
-15.07
-9.0
15.348044
5.0
16.039198
-12.57
-17.0
9.17258
-11.54
11.368714
-13.15
8.372796
16.095975
-15.3
-8.88
19.210606
-8.86
-17.06
8.904762
-14.63
9.0
8.096774
9.0
-10.68
15.35349
8.281457
8.069971
8.327027
16.580562
9.0
-20.7
21.815964
15.279062
-12.06
-10.67
9.0
-8.27
-8.32
-16.7
-11.97
10.626131
-9.21
-8.89
-14.24
-12.37
-15.01
8.753191
-8.41
6.954902
8.543726
15.75318
17.874531
6.51626
-9.76
-8.78
15.439497
10.24452
-9.15
-10.42
8.279661
11.61479
16.727729
-12.22
20.796387
-16.01
18.840502
-10.36
-7.13
8.372951
16.804385
8.788732
-12.99
-8.62
-8.05
-8.2
-8.25
-12.53
5.765018
24.234771
6.723443
-8.23
-8.38
8.044118
16.143396
-8.05
